2000,0.383604047069754,2292.95441100416,1363.00367770773
2002,0.383604115415219,2292.95572193917,1363.00381324904
2004,0.393136036908325,2310.62091850222,1364.83026836826
2006,0.401234184903405,2331.88275698078,1367.02859056607
2008,0.40869222055227,2339.09962171428,1367.7747628201
2010,0.415724208807686,2333.98362207206,1367.24580500731
2012,0.422292794709247,2321.66781641649,1365.97243869029
2014,0.428358176888969,2306.0121604465,1364.35375571164
2016,0.433914973912727,2289.27146442858,1362.62288734387
2018,0.438974544543582,2272.51561126463,1360.8904518355
2020,0.443559022640711,2256.02994498969,1359.18595172116
2022,0.447691643709122,2239.61552691855,1357.48881816207
2024,0.451399342490061,2222.87733116264,1355.75820830353
2026,0.454705659488715,2205.3201080062,1353.94291686316
2028,0.457631763171918,2186.45826964122,1351.99273753078
2030,0.460195963098656,2165.84239398189,1349.86120327353
2032,0.462415105723498,2143.14520145497,1347.51447572172
2034,0.464303244257119,2118.12352972873,1344.92741362746
2036,0.465872677235378,2090.60415253176,1342.08210663187
2038,0.467134571803246,2060.51755728266,1338.97136763067
2040,0.468097692983202,2027.85415190295,1335.59420487145
2042,0.4687724556141,1992.67366438621,1331.95679380204
2044,0.469164564470675,1955.09549829544,1328.07147989781
2046,0.469281096446703,1915.2775586226,1323.9545894068
2048,0.469131567743103,1873.40037211947,1319.6247875054
2050,0.468721732092361,1829.6827133251,1315.10469391797
2052,0.468058151868754,1784.36551450918,1310.41921931989
2054,0.467140356623401,1737.76288240924,1305.60084010377
2056,0.465984651152497,1690.07553600472,1300.67030917807
2058,0.464599957430861,1641.59127164665,1295.6573826294
2060,0.462984296465808,1592.67080255798,1290.59935562795
2062,0.461148155755704,1543.5731605428,1285.52301021168
2064,0.459097456612232,1494.59138938656,1280.45864501441
2066,0.456839215356633,1446.02289831338,1275.43701002513
2068,0.454380339257435,1398.16914788615,1270.48927411233
2070,0.451728250304653,1351.32750419153,1265.64618280488
2072,0.448890550953568,1305.79150528175,1260.93808584028
2074,0.44587554279539,1261.8477185578,1256.39461224045
2076,0.442692321730502,1219.77723207096,1252.04482450173
2078,0.439350742207748,1179.8528533128,1247.91692896973
2080,0.43586309747818,1142.3451822365,1244.03890374635
2082,0.432245853694275,1107.48163089787,1240.43426161348
2084,0.428516378251977,1075.530777611,1237.13077164998
2086,0.424698366981829,1046.71218418689,1234.15113497849
2088,0.420814228744556,1021.29795741909,1231.52348549747
2090,0.416909518997662,999.324125626044,1229.25154827763
2092,0.413028496273938,980.990797154935,1227.35601309245
2094,0.409223059502803,966.412078524542,1225.84867774075
2096,0.405506505778319,955.797506269895,1224.75120680327
2098,0.401938653040583,949.058233641224,1224.05441416082
2100,0.398578914570763,946.317524372036,1223.77104440283
2102,0.395473924301502,947.546456345638,1223.89810718904
2104,0.392661215207523,952.620328748499,1224.42270934625
2106,0.390168819742095,961.356258498259,1225.32594207031
2108,0.388016904813539,973.513398753115,1226.58290351845
2110,0.386220165915239,988.791819132921,1228.16258303216
2112,0.384789720163984,1006.83629888301,1230.02825332321
2114,0.38373380034568,1027.24722198458,1232.13859695023
2116,0.383058409832737,1049.59014692228,1234.44869576431
2118,0.382765346480111,1073.41100088463,1236.91160188078
2120,0.382853013617029,1098.25658632942,1239.48045791155
2122,0.383314569669436,1123.70385269806,1242.11152345126
2124,0.384162117318813,1149.36830128604,1244.76504408083
2126,0.38536835298498,1175.00321365049,1247.41551087591
2128,0.386902971985899,1200.22178039954,1250.02293050885
2130,0.38872452037538,1224.86695720568,1252.57106571816
2132,0.390788206466982,1248.90231053088,1255.0561495363
2134,0.393048136623858,1272.3713580301,1257.48268137789
2136,0.395462690915131,1295.36367404696,1259.85992259012
2138,0.397993638097207,1317.97817679219,1262.19810060927
2140,0.400608400282996,1340.29940765879,1264.50595641139
2142,0.403279425453318,1362.37530755615,1266.788446744
2144,0.405984390539366,1384.2091941853,1269.0459146337
2146,0.408703793536355,1405.7494732545,1271.27302559932
2148,0.411422446068001,1426.89598709417,1273.45942405339
2150,0.414127205113242,1447.52738281798,1275.59256297443
2152,0.416804830574029,1467.47978277621,1277.65549858425
2154,0.419443901960676,1486.5824113452,1279.63057390345
2156,0.422034142066236,1504.64146898421,1281.49775144406
2158,0.424565324957331,1521.47918012159,1283.23865048207
2160,0.427027759576649,1536.9173169088,1284.83484353125
2162,0.429411644653613,1550.81009372615,1286.27125740005
2164,0.431707940882194,1563.01327561599,1287.53297922431
2166,0.433907826623162,1573.41586019814,1288.60853215096
2168,0.43600301607325,1581.92240480298,1289.48804808982
2170,0.437985926303784,1588.45538707359,1290.16351178304
2172,0.439849417509997,1592.96160387613,1290.62942240668
2174,0.441587000539323,1595.41674252379,1290.88326620261
2176,0.443192879979458,1595.8096791722,1290.9238930448
